"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Consuming Aetherborn","mom","Near Mint","English","","","2026-03-05 14:10:32.160000","97","False","False",""
"1","1","Consuming Ashes","otj","Near Mint","English","foil","","2026-03-05 14:10:32.160000","83","False","False",""
"1","1","Consuming Corruption","mh3","Near Mint","English","","","2026-03-05 14:10:32.160000","407","False","False",""
"1","1","Consuming Corruption","mh3","Near Mint","English","foil","","2026-03-05 14:10:32.160000","407","False","False",""
"1","1","Consuming Tide","vow","Near Mint","English","","","2026-03-05 14:10:32.160000","53","False","False","0.26"
"2","2","Containment Breach","stx","Near Mint","English","","","2026-03-05 14:10:32.160000","125","False","False",""
"1","1","Containment Construct","neo","Near Mint","English","","","2026-03-05 14:10:32.160000","243","False","False",""
"1","1","Containment Priest","mb2","Near Mint","English","","","2026-03-05 14:10:32.160000","7","False","False",""
"1","1","Contaminated Aquifer","dmu","Near Mint","English","","","2026-03-05 14:10:32.160000","245","False","False",""
"1","1","Contaminated Aquifer","tdc","Near Mint","English","","","2026-03-05 14:10:32.160000","353","False","False",""
"1","1","Contested Game Ball","lci","Near Mint","English","foil","","2026-03-05 14:10:32.160000","251","False","False",""
"1","1","Contested War Zone","eos","Near Mint","English","","","2026-03-05 14:10:32.160000","8","False","False",""
"1","1","Convenient Target","mkm","Near Mint","English","","","2026-03-05 14:10:32.160000","119","False","False",""
"1","1","Convention Maro","pf24","Near Mint","English","","","2026-03-05 14:10:32.160000","2","False","False",""
"1","1","Conversion Apparatus","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","128","False","False",""
"1","1","Converter Beast","mom","Near Mint","English","","","2026-03-05 14:10:32.160000","180","False","False","0.02"
"1","1","Convulsing Licid","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","STH-77","False","False",""
"1","1","Cool but Rude","tmt","Near Mint","English","foil","","2026-03-05 14:10:32.160000","89","False","False",""
"5","5","Cooped Up","woe","Near Mint","English","","","2026-03-05 14:10:32.160000","8","False","False","0.06"
"1","1","Coordinated Assault","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","532","False","False",""
"1","1","Coordinated Clobbering","dsk","Near Mint","English","foil","","2026-03-05 14:10:32.160000","173","False","False",""
"1","1","Coordinated Maneuver","tdm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","6","False","False",""
"1","1","Copperline Gorge","blc","Near Mint","English","","","2026-03-05 14:10:32.160000","301","False","False",""
"1","1","Copy Catchers","mkc","Near Mint","English","","","2026-03-05 14:10:32.160000","20","False","False",""
"1","1","Copy Enchantment","wot","Near Mint","English","","","2026-03-05 14:10:32.160000","16","False","False",""
"1","1","Copy Land","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","99","False","False",""
"1","1","Copycrook","mh3","Near Mint","English","","","2026-03-05 14:10:32.160000","55","False","False",""
"1","1","Coral Sword","fin","Near Mint","English","","","2026-03-05 14:10:32.160000","134","False","False",""
"1","1","Coralhelm Commander","lcc","Near Mint","English","","","2026-03-05 14:10:32.160000","148","False","False",""
"1","1","Coram, the Undertaker","m3c","Near Mint","English","foil","","2026-03-05 14:10:32.160000","7","False","False",""
"1","1","Cordial Vampire","lcc","Near Mint","English","","","2026-03-05 14:10:32.160000","189","False","False",""
"1","1","Cori Mountain Monastery","tdm","Near Mint","English","","","2026-03-05 14:10:32.160000","393","False","False",""
"1","1","Cori Mountain Stalwart","tdm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","175","False","False",""
"1","1","Cori-Steel Cutter","tdm","Near Mint","English","","","2026-03-05 14:10:32.160000","343","False","False",""
"1","1","Cornered Crook","mkm","Near Mint","English","","","2026-03-05 14:10:32.160000","120","False","False",""
"1","1","Corpse Augur","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","145","False","False","0.10"
"1","1","Corpse Augur","drc","Near Mint","English","","","2026-03-05 14:10:32.160000","40","False","False",""
"1","1","Corpse Knight","drc","Near Mint","English","","","2026-03-05 14:10:32.160000","50","False","False",""
"1","1","Corpseberry Cultivator","blb","Near Mint","English","foil","","2026-03-05 14:10:32.160000","210","False","False",""
"1","1","Corpses of the Lost","lci","Near Mint","English","","","2026-03-05 14:10:32.160000","366","False","False",""
"1","1","Corroding Dragonstorm","tdm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","297","False","False",""
"1","1","Corrupt Court Official","tla","Near Mint","English","","","2026-03-05 14:10:32.160000","92","False","False",""
"1","1","Corrupted Conviction","otj","Near Mint","English","foil","","2026-03-05 14:10:32.160000","84","False","False",""
"1","1","Corrupted Shapeshifter","mh3","Near Mint","English","foil","","2026-03-05 14:10:32.160000","56","False","False",""
"1","1","Corsairs of Umbar","ltc","Near Mint","English","","","2026-03-05 14:10:32.160000","102","False","False",""
"1","1","Cosmium Confluence","lci","Near Mint","English","","","2026-03-05 14:10:32.160000","379","False","False",""
"1","1","Council of Echoes","lci","Near Mint","English","foil","","2026-03-05 14:10:32.160000","51","False","False",""
"4","4","Council's Deliberation","ltr","Near Mint","English","","","2026-03-05 14:10:32.160000","46","False","False",""
"1","1","Count on Luck","dft","Near Mint","English","foil","","2026-03-05 14:10:32.160000","118","False","False",""
"1","1","Counterbalance","mb2","Near Mint","English","","","2026-03-05 14:10:32.160000","157","False","False",""
"1","1","Counterbalance","csp","Good (Lightly Played)","English","","","2026-03-05 14:10:32.160000","31","False","False",""
"1","1","Counterpoint","mkc","Near Mint","English","","","2026-03-05 14:10:32.160000","41","False","False",""
"1","1","Counterspell","mh2","Near Mint","English","","","2026-03-05 14:10:32.160000","267","False","False",""
"1","1","Counterspell","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","630","False","False",""
"2","2","Counterspell","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","81","False","False",""
"1","1","Counterspell","fca","Near Mint","English","foil","","2026-03-05 14:10:32.160000","4","False","False",""
"1","1","Countersquall","con","Near Mint","English","","","2026-03-05 14:10:32.160000","103","False","False",""
"1","1","Country Roads","dft","Near Mint","English","foil","","2026-03-05 14:10:32.160000","253","False","False",""
"1","1","Courage in Crisis","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","278","False","False","0.05"
"1","1","Courageous Goblin","fdn","Near Mint","English","","","2026-03-05 14:10:32.160000","82","False","False",""
"1","1","Courageous Resolve","ltc","Near Mint","English","foil","","2026-03-05 14:10:32.160000","506","False","False",""
"1","1","Courier of Comestibles","tmt","Near Mint","English","","","2026-03-05 14:10:32.160000","112","False","False",""
"2","2","Court of Ardenvale","woc","Near Mint","English","","","2026-03-05 14:10:32.160000","21","False","False",""
"1","1","Court of Garenbrig","woc","Near Mint","English","","","2026-03-05 14:10:32.160000","25","False","False","4.04"
"1","1","Court of Grace","cmr","Near Mint","English","","","2026-03-05 14:10:32.160000","16","False","False","0.73"
"1","1","Court of Vantress","woc","Near Mint","English","","","2026-03-05 14:10:32.160000","22","False","False","0.84"
"1","1","Covert Technician","neo","Near Mint","English","","","2026-03-05 14:10:32.160000","49","False","False",""
"1","1","Coveted Falcon","mkm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","393","False","False",""
"1","1","Coveted Jewel","blc","Near Mint","English","","","2026-03-05 14:10:32.160000","268","False","False",""
"1","1","Coveted Jewel","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","287","False","False",""
"1","1","Coveted Peacock","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","CN2-29","False","False","0.10"
"1","1","Coveted Peacock","cmm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","82","False","False","0.25"
"1","1","Coveted Prize","znr","Near Mint","English","","","2026-03-05 14:10:32.160000","95","False","False",""
"1","1","Coward // Killer","who","Near Mint","English","foil","","2026-03-05 14:10:32.160000","77","False","False",""
"1","1","Crabomination","mh3","Near Mint","English","foil","","2026-03-05 14:10:32.160000","452","False","False",""
"1","1","Crack in Time","who","Near Mint","English","foil","","2026-03-05 14:10:32.160000","336","False","False",""
"1","1","Crackdown","mb2","Near Mint","English","","","2026-03-05 14:10:32.160000","146","False","False",""
"1","1","Crackling Cyclops","fdn","Near Mint","English","","","2026-03-05 14:10:32.160000","83","False","False",""
"4","4","Crackling Drake","c19","Near Mint","English","","","2026-03-05 14:10:32.160000","190","False","False","0.10"
"1","1","Crackling Emergence","neo","Near Mint","English","","","2026-03-05 14:10:32.160000","136","False","False",""
"1","1","Cragsmasher Yeti","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","MOM-333","False","False",""
"1","1","Cram Session","stx","Near Mint","English","","","2026-03-05 14:10:32.160000","170","False","False",""
"1","1","Cramped Vents // Access Maze","dsc","Near Mint","English","","","2026-03-05 14:10:32.160000","17","False","False",""
"1","1","Crash and Burn","dft","Near Mint","English","foil","","2026-03-05 14:10:32.160000","119","False","False",""
"1","1","Crash of Rhino Beetles","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","279","False","False","0.09"
"1","1","Crashing Wave","tla","Near Mint","English","","","2026-03-05 14:10:32.160000","300","False","False",""
"1","1","Crawling Infestation","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","281","False","False","0.07"
"1","1","Crawling Sensation","tdc","Near Mint","English","","","2026-03-05 14:10:32.160000","252","False","False",""
"1","1","Crawlspace","dmr","Near Mint","English","","","2026-03-05 14:10:32.160000","375","False","False",""
"1","1","Creakwood Liege","2x2","Near Mint","English","","","2026-03-05 14:10:32.160000","197","False","False",""
"1","1","Creakwood Safewright","ecl","Near Mint","English","","","2026-03-05 14:10:32.160000","96","False","False",""
"1","1","Creative Outburst","stx","Near Mint","English","","","2026-03-05 14:10:32.160000","171","False","False",""
"1","1","Creeping Bloodsucker","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","415","False","False",""
"1","1","Creeping Crystal Coating","tle","Near Mint","English","foil","","2026-03-05 14:10:32.160000","136","False","False",""
"1","1","Creeping Peeper","dsk","Near Mint","English","foil","","2026-03-05 14:10:32.160000","46","False","False",""
"1","1","Creeping Tar Pit","eos","Near Mint","English","foil","","2026-03-05 14:10:32.160000","99","False","False",""
"2","2","Creepy Puppeteer","vow","Near Mint","English","","","2026-03-05 14:10:32.160000","151","False","False","0.03"
"1","1","Crescent Island Temple","tla","Near Mint","English","foil","","2026-03-05 14:10:32.160000","129","False","False",""
"1","1","Crib Swap","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","168","False","False",""
"2","2","Crib Swap","ecl","Near Mint","English","","","2026-03-05 14:10:32.160000","11","False","False",""
"1","1","Crime // Punishment","otp","Near Mint","English","","","2026-03-05 14:10:32.160000","39","False","False",""
"1","1","Crime Novelist","mkm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","121","False","False",""
"1","1","Criminal Past","clb","Near Mint","English","","","2026-03-05 14:10:32.160000","122","False","False",""
"1","1","Crimson Fleet Commodore","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","211","False","False","0.04"
"1","1","Crippling Fatigue","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","TOR-58","False","False",""
"1","1","Crippling Fear","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","862","False","False",""
"1","1","Crocanura","rvr","Near Mint","English","","","2026-03-05 14:10:32.160000","135","False","False",""
"2","2","Crooked Custodian","snc","Near Mint","English","","","2026-03-05 14:10:32.160000","71","False","False","0.02"
"1","1","Crop Rotation","2xm","Near Mint","English","","","2026-03-05 14:10:32.160000","349","False","False",""
"4","4","Crop Rotation","dmr","Near Mint","English","","","2026-03-05 16:03:11.390000","154","False","False",""
"1","1","Crossroads Watcher","ecl","Near Mint","English","foil","","2026-03-05 14:10:32.160000","173","False","False",""
"1","1","Crossway Troublemakers","lcc","Near Mint","English","","","2026-03-05 14:10:32.160000","190","False","False",""
"1","1","Crowded Crypt","drc","Near Mint","English","","","2026-03-05 14:10:32.160000","88","False","False",""
"1","1","Cruel Administrator","tla","Near Mint","English","","","2026-03-05 14:10:32.160000","213","False","False",""
"1","1","Cruel Celebrant","lcc","Near Mint","English","","","2026-03-05 14:10:32.160000","267","False","False",""
"1","1","Cruel Somnophage // Can't Wake Up","woe","Near Mint","English","","","2026-03-05 14:10:32.160000","286","False","False",""
"2","2","Cruel Somnophage // Can't Wake Up","woe","Near Mint","English","","","2026-03-05 14:10:32.160000","286","False","False","0.23"
"1","1","Cruel Somnophage // Can't Wake Up","woe","Near Mint","English","","","2026-03-05 14:10:32.160000","222","False","False",""
"1","1","Cruel Truths","tdm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","76","False","False",""
"1","1","Cruel Witness","vow","Near Mint","English","","","2026-03-05 14:10:32.160000","55","False","False","0.02"
"1","1","Cruelclaw's Heist","blb","Near Mint","English","foil","","2026-03-05 14:10:32.160000","310","False","False",""
"1","1","Cruelclaw's Heist","blb","Near Mint","English","","","2026-03-05 14:10:32.160000","310","False","False",""
"1","1","Crumbling Necropolis","lcc","Near Mint","English","","","2026-03-05 14:10:32.160000","326","False","False",""
"1","1","Crumbling Necropolis","e01","Near Mint","English","","","2026-03-05 14:10:32.160000","92","False","False",""
"1","1","Crusader of Odric","inr","Near Mint","English","foil","","2026-03-05 14:10:32.160000","18","False","False",""
"1","1","Crush Contraband","voc","Near Mint","English","","","2026-03-05 14:10:32.160000","81","False","False","0.15"
"1","1","Cryogen Relic","eoe","Near Mint","English","foil","","2026-03-05 14:10:32.160000","52","False","False",""
"1","1","Cryoshatter","eoe","Near Mint","English","foil","","2026-03-05 14:10:32.160000","53","False","False",""
"1","1","Crypt Feaster","fdn","Near Mint","English","","","2026-03-05 14:10:32.160000","59","False","False",""
"1","1","Cryptex","mkm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","251","False","False",""
"1","1","Cryptic Command","lrw","Near Mint","English","","","2026-03-05 14:10:32.160000","56","False","False",""
"1","1","Cryptic Serpent","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","83","False","False","0.09"
"1","1","Cryptolith Rite","inr","Near Mint","English","foil","","2026-03-05 14:10:32.160000","316","False","False",""
"1","1","Cryptolith Rite","soi","Near Mint","English","","","2026-03-05 14:10:32.160000","200","False","False",""
"1","1","Crystacean","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","303","False","False",""
"1","1","Crystal Fragments // Summon: Alexander","fin","Near Mint","English","foil","","2026-03-05 14:10:32.160000","13","False","False",""
"1","1","Crystal Fragments // Summon: Alexander","fin","Near Mint","English","foil","","2026-03-05 14:10:32.160000","357","False","False",""
"3","3","Crystal Grotto","woe","Near Mint","English","","","2026-03-05 14:10:32.160000","254","False","False","0.06"
"1","1","Crystal Skull, Isu Spyglass","acr","Near Mint","English","etched","","2026-03-05 14:10:32.160000","188","False","False",""
"1","1","Culling Ritual","stx","Near Mint","English","","","2026-03-05 14:10:32.160000","172","False","False",""
"2","2","Culmination of Studies","stx","Near Mint","English","","","2026-03-05 14:10:32.160000","173","False","False",""
"1","1","Cult Conscript","dmu","Near Mint","English","","","2026-03-05 14:10:32.160000","88","False","False",""
"1","1","Cultist of the Absolute","clb","Near Mint","English","etched","","2026-03-05 14:10:32.160000","495","False","False",""
"1","1","Cultivate","ecc","Near Mint","English","","","2026-03-05 14:10:32.160000","103","False","False",""
"2","2","Cultivate","blc","Near Mint","English","","","2026-03-05 14:10:32.160000","212","False","False",""
"1","1","Cultivate","who","Near Mint","English","foil","","2026-03-05 14:10:32.160000","230","False","False",""
"1","1","Cultivate","tdc","Near Mint","English","","","2026-03-05 14:10:32.160000","253","False","False",""
"1","1","Cultivator Colossus","inr","Near Mint","English","foil","","2026-03-05 14:10:32.160000","190","False","False",""
"1","1","Culvert Ambusher","mkm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","351","False","False",""
"1","1","Cunning Geysermage","znr","Near Mint","English","","","2026-03-05 14:10:32.160000","55","False","False",""
"1","1","Cunning Maneuver","tla","Near Mint","English","foil","","2026-03-05 14:10:32.160000","130","False","False",""
"1","1","Cunning Nightbonder","iko","Near Mint","English","","","2026-03-05 14:10:32.160000","219","False","False",""
"1","1","Curate","mkc","Near Mint","English","","","2026-03-05 14:10:32.160000","99","False","False",""
"2","2","Curiosity","wot","Near Mint","English","","","2026-03-05 14:10:32.160000","17","False","False","0.08"
"1","1","Curiosity Crafter","blc","Near Mint","English","","","2026-03-05 14:10:32.160000","165","False","False",""
"1","1","Curiosity Crafter","c21","Near Mint","English","","","2026-03-05 14:10:32.160000","24","False","False",""
"1","1","Curious Cadaver","mkm","Near Mint","English","","","2026-03-05 14:10:32.160000","194","False","False",""
"1","1","Curious Farm Animals","tla","Near Mint","English","","","2026-03-05 14:10:32.160000","14","False","False",""
"1","1","Curious Forager","blb","Near Mint","English","","","2026-03-05 14:10:32.160000","169","False","False",""
"1","1","Curious Inquiry","mkm","Near Mint","English","","","2026-03-05 14:10:32.160000","51","False","False",""
"1","1","Curse of Opulence","tdc","Near Mint","English","","","2026-03-05 14:10:32.160000","209","False","False",""
"1","1","Curse of the Swine","tdc","Near Mint","English","","","2026-03-05 14:10:32.160000","149","False","False",""
"2","2","Curse of the Werefox","woe","Near Mint","English","","","2026-03-05 14:10:32.160000","167","False","False","0.05"
"1","1","Cursecloth Wrappings","dft","Near Mint","English","foil","","2026-03-05 14:10:32.160000","81","False","False",""
"3","3","Cursed Courtier","woe","Near Mint","English","","","2026-03-05 14:10:32.160000","9","False","False","0.03"
"1","1","Cursed Mirror","mh3","Near Mint","English","foil","","2026-03-05 14:10:32.160000","279","False","False",""
"1","1","Cursed Recording","dsk","Near Mint","English","foil","","2026-03-05 14:10:32.160000","315","False","False",""
"1","1","Cursed Windbreaker","dsk","Near Mint","English","foil","","2026-03-05 14:10:32.160000","47","False","False",""
"1","1","Cursed Wombat","mh3","Near Mint","English","","","2026-03-05 14:10:32.160000","181","False","False",""
"2","2","Custodi Soulbinders","mic","Near Mint","English","","","2026-03-05 14:10:32.160000","83","False","False","0.09"
"4","4","Custodi Squire","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","19","False","False","0.04"
"1","1","Cut a Deal","clb","Near Mint","English","","","2026-03-05 14:10:32.160000","14","False","False",""
"1","1","Cut a Deal","blc","Near Mint","English","","","2026-03-05 14:10:32.160000","105","False","False",""
"1","1","Cut Down","dmu","Near Mint","English","","","2026-03-05 14:10:32.160000","89","False","False","0.59"
"2","2","Cut In","woe","Near Mint","English","","","2026-03-05 14:10:32.160000","125","False","False","0.02"
"1","1","Cut Propulsion","eoe","Near Mint","English","foil","","2026-03-05 14:10:32.160000","130","False","False",""
"1","1","Cyberdrive Awakener","nec","Near Mint","English","","","2026-03-05 14:10:32.160000","12","False","False",""
"1","1","Cybermen Squadron","who","Near Mint","English","foil","","2026-03-05 14:10:32.160000","176","False","False",""
"1","1","Cybermen Squadron","who","Near Mint","English","foil","","2026-03-05 14:10:32.160000","1048","False","False",""
"1","1","Cycle of Renewal","tla","Near Mint","English","","","2026-03-05 14:10:32.160000","170","False","False",""
"2","2","Cyclonic Rift","c14","Near Mint","English","","","2026-03-05 18:37:02.450000","104","False","False",""
"1","1","Cyclonic Rift","cmm","Near Mint","English","","","2026-03-05 15:38:36.967000","84","False","False",""
"1","1","Cyclops Electromancer","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","212","False","False","0.07"
"1","1","Cynette, Jelly Drover","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","35","False","False",""
"1","1","Cynical Loner","dsk","Near Mint","English","foil","","2026-03-05 14:10:32.160000","89","False","False",""
"1","1","Cytoplast Root-Kin","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","MM2-143","False","False",""
"1","1","Dack's Duplicate","2x2","Near Mint","English","","","2026-03-05 14:10:32.160000","198","False","False",""
"1","1","Daggerfang Duo","blb","Near Mint","English","foil","","2026-03-05 14:10:32.160000","89","False","False",""
"1","1","Daggermaw Megalodon","dsk","Near Mint","English","foil","","2026-03-05 14:10:32.160000","48","False","False",""
"1","1","Dai Li Agents","tla","Near Mint","English","","","2026-03-05 14:10:32.160000","306","False","False",""
"1","1","Dai Li Indoctrination","tla","Near Mint","English","foil","","2026-03-05 14:10:32.160000","93","False","False",""
"1","1","Daily Bugle Reporters","spm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","6","False","False",""
"1","1","Dakkon, Shadow Slayer","mh2","Near Mint","English","","","2026-03-05 14:10:32.160000","192","False","False",""
"1","1","Dakmor Salvage","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","333","False","False",""
"1","1","Dalek Drone","who","Near Mint","English","foil","","2026-03-05 14:10:32.160000","64","False","False",""
"1","1","Dalek Squadron","who","Near Mint","English","foil","","2026-03-05 14:10:32.160000","538","False","False",""
"1","1","Dalkovan Encampment","tdm","Near Mint","English","","","2026-03-05 14:10:32.160000","394","False","False",""
"1","1","Dalkovan Packbeasts","tdm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","7","False","False",""
"1","1","Damage Control Crew","spm","Near Mint","English","","","2026-03-05 14:10:32.160000","99","False","False",""
"1","1","Damn","lcc","Near Mint","English","","","2026-03-05 14:10:32.160000","191","False","False",""
"1","1","Damping Sphere","dmr","Near Mint","English","foil","","2026-03-05 14:10:32.160000","219","False","False",""
"1","1","Dan Lewis","who","Near Mint","English","","","2026-03-05 14:10:32.160000","78","False","False",""
"1","1","Dance of Many","drk","Near Mint","English","","","2026-03-05 14:10:32.160000","22","False","False",""
"1","1","Dance of the Dead","ice","Near Mint","English","","","2026-03-05 14:10:32.160000","118","False","False",""
"1","1","Dance of the Tumbleweeds","otj","Near Mint","English","foil","","2026-03-05 14:10:32.160000","160","False","False",""
"1","1","Danitha Capashen, Paragon","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","59","False","False",""
"1","1","Danitha Capashen, Paragon","fca","Near Mint","English","foil","","2026-03-05 14:10:32.160000","22","False","False",""
"1","1","Danitha, Benalia's Hope","dmu","Near Mint","English","foil","","2026-03-05 14:10:32.160000","328","False","False",""
"1","1","Daredevil Dragster","aer","Near Mint","English","","","2026-03-05 14:10:32.160000","149","False","False",""
"1","1","Daretti, Rocketeer Engineer","dft","Near Mint","English","foil","","2026-03-05 14:10:32.160000","358","False","False",""
"1","1","Daretti, Scrap Savant","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","213","False","False","0.40"
"1","1","Daring Mechanic","dft","Near Mint","English","foil","","2026-03-05 14:10:32.160000","11","False","False",""
"1","1","Daring Saboteur","lcc","Near Mint","English","","","2026-03-05 14:10:32.160000","151","False","False",""
"1","1","Daring Thunder-Thief","otj","Near Mint","English","foil","","2026-03-05 14:10:32.160000","41","False","False",""
"1","1","Daring Waverider","blb","Near Mint","English","foil","","2026-03-05 14:10:32.160000","44","False","False",""
"1","1","Dark Bargain","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","113","False","False",""
"1","1","Dark Confidant","fin","Near Mint","English","foil","","2026-03-05 14:10:32.160000","334","False","False",""
"1","1","Dark Confidant","rvr","Near Mint","English","foil","","2026-03-05 14:10:32.160000","323","False","False",""
"1","1","Dark Depths","dmr","Near Mint","English","foil","","2026-03-05 14:10:32.160000","244","False","False",""
"1","1","Dark Endurance","eoe","Near Mint","English","foil","","2026-03-05 14:10:32.160000","93","False","False",""
"1","1","Dark Knight's Greatsword","fin","Near Mint","English","foil","","2026-03-05 14:10:32.160000","95","False","False",""
"1","1","Dark Prophecy","m14","Near Mint","English","","","2026-03-05 14:10:32.160000","93","False","False",""
"1","1","Dark Supplicant","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","418","False","False",""
"3","3","Dark Tutelage","wot","Near Mint","English","","","2026-03-05 14:10:32.160000","28","False","False","0.08"
"1","1","Dark Withering","dmr","Near Mint","English","","","2026-03-05 14:10:32.160000","79","False","False",""
"1","1","Dark-Dweller Oracle","2x2","Near Mint","English","","","2026-03-05 14:10:32.160000","106","False","False",""
"1","1","Darkness Descends","ecl","Near Mint","English","foil","","2026-03-05 14:10:32.160000","97","False","False",""
"1","1","Darksteel Colossus","pw24","Near Mint","English","foil","","2026-03-05 14:10:32.160000","19","False","False",""
"1","1","Darksteel Forge","dst","Heavily Played","English","","","2026-03-05 14:10:32.160000","110","False","False",""
"2","2","Darksteel Ingot","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","378","False","False","0.10"
"4","4","Darksteel Mutation","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","21","False","False","0.99"
"1","1","Darksteel Mutation","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","623","False","False",""
"1","1","Darkwater Catacombs","woc","Near Mint","English","","","2026-03-05 14:10:32.160000","157","False","False",""
"1","1","Darkwater Catacombs","who","Near Mint","English","","","2026-03-05 14:10:32.160000","487","False","False",""
"1","1","Darkwater Catacombs","c19","Near Mint","English","","","2026-03-05 14:10:32.160000","238","False","False",""
"1","1","Dashing Bloodsucker","dsk","Near Mint","English","foil","","2026-03-05 14:10:32.160000","90","False","False",""
"1","1","Dauntless Bodyguard","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","DOM-14","False","False",""
"2","2","Dauntless Unity","znr","Near Mint","English","","","2026-03-05 14:10:32.160000","9","False","False",""
"1","1","Dauntless Veteran","fdn","Near Mint","English","","","2026-03-05 14:10:32.160000","8","False","False",""
"1","1","Dauthi Voidwalker","mh2","Near Mint","English","etched","","2026-03-05 14:10:32.160000","397","False","False",""
"1","1","Davros, Dalek Creator","who","Near Mint","English","","","2026-03-05 14:10:32.160000","540","False","False",""
"2","2","Dawn of a New Age","ltr","Near Mint","English","","","2026-03-05 14:10:32.160000","5","False","False",""
"1","1","Dawn-Blessed Pennant","ecl","Near Mint","English","","","2026-03-05 14:10:32.160000","254","False","False",""
"1","1","Dawnbringer Cleric","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","AFR-9","False","False",""
"1","1","Dawnhand Dissident","ecl","Near Mint","English","","","2026-03-05 14:10:32.160000","98","False","False",""
"1","1","Dawnhand Eulogist","ecl","Near Mint","English","","","2026-03-05 14:10:32.160000","99","False","False",""
"1","1","Dawnhart Disciple","inr","Near Mint","English","","","2026-03-05 14:10:32.160000","191","False","False",""
"1","1","Dawnhart Geist","vow","Near Mint","English","","","2026-03-05 14:10:32.160000","8","False","False","0.04"
"1","1","Dawnhart Rejuvenator","mid","Near Mint","English","foil","","2026-03-05 14:10:32.160000","301","False","False","0.04"
"1","1","Dawn's Light Archer","ecl","Near Mint","English","","","2026-03-05 14:10:32.160000","174","False","False",""
"1","1","Dawnsire, Sunstar Dreadnought","eoe","Near Mint","English","","","2026-03-05 14:10:32.160000","351","False","False",""
"1","1","Dawnstrike Vanguard","eoe","Near Mint","English","foil","","2026-03-05 14:10:32.160000","10","False","False",""
"1","1","Dawnwing Marshal","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","1","False","False",""
"1","1","Daxos, Blessed by the Sun","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","THB-9","False","False",""
"1","1","Day of Black Sun","tla","Near Mint","English","","","2026-03-05 14:10:32.160000","94","False","False",""
"1","1","Daybreak Combatants","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","535","False","False",""
"1","1","Day's Undoing","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","85","False","False",""
"1","1","Day's Undoing","cmm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","85","False","False",""
"1","1","Daze","mb2","Near Mint","English","","","2026-03-05 14:10:32.160000","26","False","False",""
"1","1","Daze","nem","Near Mint","English","","","2026-03-05 14:10:32.160000","30","False","False",""
"1","1","Dazzling Angel","fdn","Near Mint","English","","","2026-03-05 14:10:32.160000","9","False","False",""
"1","1","Dazzling Denial","blb","Near Mint","English","","","2026-03-05 14:10:32.160000","45","False","False",""
